statNm,statId,addr,addrDetail,location,useTime,lat,lng,busiId,bnm,busiNm,busiCall,chgerType,output,method,available_chargers,num_chargers,congestion_ratio,working_ratio,statUpdDt,lastTsdt,lastTedt,nowTsdt,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,regionName
인천 남동구 새남촌 공영주차장,JA280064,인천광역시 남동구 남촌동482-1,새남촌 공영주차장,,24시간 이용가능,37.4324022,126.7124463,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,3,3,0.0,1.0,2025-05-15 15:28:17,2025-05-14 17:49:12,2025-05-15 15:28:17,,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 남동구 구월도매시장 공영주차장,JA280065,인천광역시 남동구 성말로32번길 19,구월도매시장 공영주차장,,24시간 이용가능,37.4444065,126.7043242,JA,이브이시스,이브이시스,1577-1556,4,50.0,단독,1,1,0.0,1.0,2025-05-15 03:28:16,2025-05-15 03:07:15,2025-05-15 03:28:16,,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 남동구 구월말로 노상공영주차장,JA280066,인천광역시 남동구 만수동991-11 ,구월말로 노상공영주차장,,24시간 이용가능,37.4574156,126.7253201,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,1,1,0.0,1.0,2025-05-15 15:35:13,2025-05-15 15:10:19,2025-05-15 15:35:13,,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 남동구 논고개로123번길 노상공영주차장,JA280067,인천광역시 남동구 논현동706,논고개로123번길 노상공영주차장,,24시간 이용가능,37.4020413,126.7223459,JA,이브이시스,이브이시스,1577-1556,4,50.0,단독,1,1,0.0,1.0,2025-05-15 13:28:18,2025-05-15 12:56:13,2025-05-15 13:28:18,,28,28200,G0,G004,Y,,N,,N,,N,2024,인천광역시
인천 남동구 남동공단근린공원 노상공영주차장,JA280068,인천광역시 남동구 논현동 471-6,남동공원근린공원 노상공영주차장,,24시간 이용가능,37.4102441,126.6989313,JA,이브이시스,이브이시스,1577-1556,4,100.0,동시,2,2,0.0,1.0,2025-05-15 09:28:17,2025-05-15 08:35:12,2025-05-15 09:28:17,,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 남동구 만의골 노상공영주차장,JA280069,인천광역시 남동구 만의골로 168,만의골 노상공영주차장,,24시간 이용가능,37.4572691,126.7730568,JA,이브이시스,이브이시스,1577-1556,"2,4","50.0,7.0",단독,2,2,0.0,1.0,2025-05-15 13:07:21,2025-05-15 12:20:13,2025-05-15 13:07:21,,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 남동구 하촌로 노상공영주차장,JA280070,인천광역시 남동구 만수동 999-4,하촌로 노상공영주차장,,24시간 이용가능,37.452464,126.7329613,JA,이브이시스,이브이시스,1577-1556,4,"100.0,50.0","단독,동시",2,3,0.33333333333333337,1.0,2025-05-15 15:56:12,2025-05-15 15:49:21,2025-05-15 15:56:12,2025-05-15 15:28:17,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 남동구 장수1호 공영주차장,JA280071,인천광역시 남동구 장수동 767-12,장수1호 공영주차장,,24시간 이용가능,37.4519295,126.7512295,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,1,1,0.0,1.0,2025-05-14 19:07:14,2025-05-14 18:35:13,2025-05-14 19:07:14,,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 남동구 장수2호 공영주차장,JA280072,인천광역시 남동구 장수동 779-13,장수2호 공영주차장,,24시간 이용가능,37.4508921,126.7538775,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,1,1,0.0,1.0,2025-05-13 06:30:12,2025-05-12 19:40:12,2025-05-13 06:30:12,,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 남동구 진주4호 공영주차장,JA280073,인천광역시 남동구 만수동 895-4,진주4호 공영주차장,,24시간 이용가능,37.4582321,126.725806,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,1,1,0.0,1.0,2025-05-14 09:56:12,2025-05-14 02:50:11,2025-05-14 09:56:12,,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 남동구 만수복개5 공영주차장,JA280074,인천광역시 남동구 구월동1324-12,만수복개5 공영주차장,,24시간 이용가능,37.448071,126.7297194,JA,이브이시스,이브이시스,1577-1556,4,50.0,단독,1,1,0.0,1.0,2025-05-15 14:49:19,2025-05-15 13:56:12,2025-05-15 14:49:19,,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 남동구 용천 공영주차장,JA280075,인천광역시 남동구 석산로208번길 25,용천 공영주차장,,24시간 이용가능,37.4595564,126.7154161,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,0,1,1.0,1.0,2025-05-15 15:56:12,2025-05-15 15:56:12,2025-05-15 09:20:12,2025-05-15 15:56:12,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 남동구 소래제2 공영주차장,JA280076,인천광역시 남동구 논현동750-2,소래제2 공영주차장,,24시간 이용가능,37.399743,126.7347917,JA,이브이시스,이브이시스,1577-1556,4,30.0,단독,2,2,0.0,1.0,2025-05-15 15:07:20,2025-05-15 15:00:13,2025-05-15 15:07:20,,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
인천해양경찰서,JA280077,인천광역시 서구 청라루비로 96,인천해양경찰서,,24시간 이용가능,37.5336418,126.6414078,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,14.0,7.0","단독,동시",6,7,0.1428571428571429,1.0,2025-05-15 15:00:13,2025-05-15 15:00:13,2025-05-15 13:10:20,2025-05-15 15:00:13,28,28260,G0,G004,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2024,인천광역시
롯데칠성음료 부평POOL지점 ,JA280079,인천광역시 부평구 부평대로313번길 27,지상 1층 주차장,,24시간 이용가능,37.519416554,126.71980473,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,0,3,1.0,1.0,2025-05-15 14:56:16,2025-05-15 14:56:16,2025-05-15 12:40:22,2025-05-15 14:56:16,28,28237,G0,G004,Y,,Y,직원 및 업무용 차량 외 출입제한,N,,N,2025,인천광역시
홈플러스 간석점,JA280080,인천광역시 남동구 경원대로 971,지상 3층 주차장,,24시간 이용가능,37.4694536,126.6900349,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,30.0,7.0","단독,동시",18,18,0.0,1.0,2025-05-14 18:30:14,2025-05-14 16:49:13,2025-05-14 18:30:14,,28,28200,E0,E001,N,,N,,N,,N,2025,인천광역시
티오케이첨단재료,JA280082,인천광역시 연수구 첨단대로60번길 45,야외주차장,,24시간 이용가능,37.3648614,126.6499692,JA,이브이시스,이브이시스,1577-1556,2,14.0,동시,6,6,0.0,1.0,2025-05-14 08:56:14,2025-05-12 08:28:15,2025-05-12 17:40:14,,28,28185,G0,G004,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2025,인천광역시
롯데칠성음료 남광주영업소,JA290015,광주광역시 북구 양일로 111,롯데칠성음료 남광주영업소,롯데칠성음료 남광주영업소,24시간 이용가능,35.1994691,126.8785431,JA,이브이시스,이브이시스,1577-1556,2,11.0,단독,0,1,1.0,1.0,2025-05-13 18:28:00,2025-05-13 18:28:00,2025-05-13 09:07:01,2025-05-13 18:28:00,29,29170,G0,G004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2022,광주광역시
광주테크노파크 생활지원로봇센터,JA290021,광주광역시 북구 첨단과기로 333,광주테크노파크 생활지원로봇센터,지상 1층,24시간 이용가능,35.230613263,126.85976532,JA,이브이시스,이브이시스,1577-1556,4,100.0,동시,2,2,0.0,1.0,2025-04-29 08:52:42,2024-11-20 09:20:35,2024-11-20 10:28:15,,29,29170,G0,G004,N,,N,,N,,N,2023,광주광역시
롯데백화점 광주점 별관 2층 주차장,JA290023,광주광역시 동구 구성로 201,롯데백화점 광주점 별관 2층 주차장,롯데백화점 광주점 별관 2층 주차장,24시간 이용가능,35.1535961,126.9143604,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,7.0","단독,동시",7,8,0.125,0.875,2025-05-15 11:30:07,2025-05-15 11:07:11,2025-05-15 11:30:07,,29,29110,B0,B004,N,,N,,N,,N,2023,광주광역시
롯데백화점 광주점 별관 3층 주차장,JA290024,광주광역시 동구 구성로 201,롯데백화점 광주점 별관 3층 주차장,롯데백화점 광주점 별관 3층 주차장,24시간 이용가능,35.1536479,126.9142807,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,8,10,0.19999999999999996,1.0,2025-05-15 08:35:06,2025-05-15 08:35:06,2025-05-14 18:10:08,2025-05-15 08:35:06,29,29110,B0,B004,N,,N,,N,,N,2023,광주광역시
광주영효주차타워 지상 7층,JA290025,광주광역시 서구 상무중앙로78번길 5-6,광주영효주차타워 지상 7층,광주영효주차타워 지상 7층,24시간 이용가능,35.154371,126.8493603,JA,이브이시스,이브이시스,1577-1556,4,"100.0,30.0","단독,동시",5,6,0.16666666666666663,1.0,2025-05-15 15:20:07,2025-05-15 14:28:11,2025-05-15 15:20:07,2025-05-15 14:28:11,29,29140,B0,B004,N,,N,,N,,N,2024,광주광역시
롯데슈퍼 문흥점,JA290026,광주광역시 북구 대천로 140-7,롯데슈퍼 문흥점 지상 3층,롯데슈퍼 문흥점 지상 3층,24시간 이용가능,35.1865458,126.9218027,JA,이브이시스,이브이시스,1577-1556,4,"100.0,50.0","단독,동시",3,3,0.0,1.0,2025-05-15 10:20:08,2025-05-15 09:20:07,2025-05-15 10:20:08,,29,29170,E0,E001,N,,N,,N,,N,2024,광주광역시
롯데슈퍼 풍암점,JA290027,광주광역시 서구 풍암2로 2,롯데슈퍼 풍암점 지상 3층,롯데슈퍼 풍암점 지상 3층,24시간 이용가능,35.1269825,126.8789482,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,7.0","단독,동시",4,4,0.0,1.0,2025-05-15 09:35:07,2025-05-15 08:14:08,2025-05-15 09:35:07,,29,29140,E0,E001,N,,N,,N,,N,2024,광주광역시
광주광역시 북구 기독사관학교,JA290029,광주광역시 북구 비엔날레로 141,기독사관학교,,24시간 이용가능,35.1837601,126.8923652,JA,이브이시스,이브이시스,1577-1556,1,100.0,동시,2,2,0.0,1.0,2025-05-15 11:50:12,2025-05-15 11:49:17,2025-05-15 11:50:12,,29,29170,G0,G004,N,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2024,광주광역시
광주광역시 신비로 골프연습장,JA290030,광주광역시 북구 하서로523번길 115,신비로 골프연습장,,24시간 이용가능,35.2246412,126.8677507,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,1,2,0.5,1.0,2025-05-15 13:00:15,2025-05-15 13:00:15,2025-05-13 21:28:11,2025-05-15 13:00:15,29,29170,G0,G004,Y,,N,,N,,N,2024,광주광역시
글로벌로지스 평동집배센터,JA290031,광주광역시 광산구 평동산단1번로 149,지상 1층 주차장,,24시간 이용가능,35.138166,126.7723146,JA,이브이시스,이브이시스,1577-1556,4,100.0,동시,2,2,0.0,1.0,2025-05-15 09:49:17,2025-05-15 09:10:19,2025-05-15 09:49:17,,29,29200,G0,G004,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2025,광주광역시
롯데칠성음료 동대전영업소,JA300011,대전광역시 대덕구 비래서로9번길 19,롯데칠성음료 동대전영업소 지상 1층,롯데칠성음료 동대전영업소 지상 1층,24시간 이용가능,36.3564697,127.4456947,JA,이브이시스,이브이시스,1577-1556,2,11.0,단독,1,1,0.0,1.0,2025-05-13 22:40:01,2025-05-13 13:35:01,2025-05-13 22:40:01,,30,30230,G0,G004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2022,대전광역시
롯데칠성음료 서대전영업소,JA300012,대전광역시 유성구 동서대로 184-1,롯데칠성음료 서대전영업소 지상 1층,롯데칠성음료 서대전영업소 지상 1층,24시간 이용가능,36.3466496,127.2940569,JA,이브이시스,이브이시스,1577-1556,2,11.0,단독,1,1,0.0,1.0,2025-05-15 10:07:01,2025-05-15 07:49:01,2025-05-15 10:07:01,,30,30200,G0,G004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2022,대전광역시
대전 유성구 SK 대덕연구소,JA300013,대전광역시 유성구 엑스포로 325,(주)SK대덕연구소 주차장,(주)SK대덕연구소 주차장,24시간 이용가능,36.3838931,127.3953251,JA,이브이시스,이브이시스,1577-1556,2,7.0,동시,8,16,0.5,1.0,2025-05-15 15:56:02,2025-05-15 14:35:02,2025-05-15 15:56:02,2025-05-15 14:35:02,30,30200,G0,G004,N,,N,,N,,N,2023,대전광역시
롯데웰푸드 대전영업소,JA300016,대전광역시 동구 충무로 225,롯데웰푸드 대전영업소,롯데웰푸드 대전영업소,24시간 이용가능,36.3226887,127.4407474,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,4,4,0.0,1.0,2025-05-15 07:35:03,2025-05-14 19:20:03,2025-05-15 07:35:03,,30,30110,G0,G004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2023,대전광역시
대전 한밭제일교회,JA300017,대전광역시 유성구 계백로 913,한밭제일교회,한밭제일교회,24시간 이용가능,36.302263,127.3256066,JA,이브이시스,이브이시스,1577-1556,4,100.0,동시,3,4,0.25,1.0,2025-05-15 15:49:09,2025-05-15 15:49:09,2025-05-15 13:07:09,2025-05-15 15:49:09,30,30200,G0,G004,Y,,N,,N,,N,2023,대전광역시
롯데마트 서대전점,JA300018,대전광역시 유성구 유성대로 26-37,롯데마트 서대전점,지상 1층 / 옥외 주차장,24시간 이용가능,36.3015618,127.3241452,JA,이브이시스,이브이시스,1577-1556,4,"100.0,30.0","단독,동시",10,13,0.23076923076923073,1.0,2025-05-15 16:00:07,2025-05-15 16:00:07,2025-05-15 14:35:07,2025-05-15 16:00:07,30,30200,E0,E001,Y,,N,,N,,N,2023,대전광역시
롯데백화점 대전점 야외주차장,JA300020,대전광역시 서구 괴정동 423-21 롯데백화점,롯데백화점 대전점 야외주차장,롯데백화점 대전점 야외주차장,24시간 이용가능,36.3404671,127.3886616,JA,이브이시스,이브이시스,1577-1556,4,"100.0,30.0","단독,동시",15,15,0.0,1.0,2025-05-15 14:10:14,2025-05-15 13:07:14,2025-05-15 14:10:14,,30,30170,E0,E002,N,,N,,N,,N,2024,대전광역시
대전 한수원 중앙연구원,JA300021,대전광역시 유성구 유성대로1312번길 70,대전 한수원 중앙연구원,대전 한수원 중앙연구원 지상 1층,24시간 이용가능,36.3998139,127.3650848,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,3,3,0.0,1.0,2025-05-15 15:28:12,2025-05-15 09:14:09,2025-05-15 15:28:12,,30,30200,G0,G004,N,,N,,N,,N,2024,대전광역시
롯데시티호텔 대전,JA300022,대전광역시 유성구 엑스포로123번길 33,롯데시티호텔 대전 지하 1층,롯데시티호텔 대전 지하 1층,24시간 이용가능,36.3764035,127.3928466,JA,이브이시스,이브이시스,1577-1556,"2,4","11.0,50.0",단독,3,4,0.25,1.0,2025-05-15 08:56:09,2025-05-15 08:35:08,2025-05-15 08:56:09,2025-05-15 08:35:08,30,30200,E0,E003,N,,N,,N,,N,2024,대전광역시
대전 우리들 공원,JA300023,대전광역시 중구 중앙로138번길 30,우리들 공원 지하 3층,우리들 공원 지하 3층,24시간 이용가능,36.327631,127.4253754,JA,이브이시스,이브이시스,1577-1556,4,"100.0,30.0","단독,동시",7,8,0.125,1.0,2025-05-15 15:30:09,2025-05-15 15:07:15,2025-05-15 15:30:09,2025-05-15 15:07:15,30,30140,D0,D001,N,,N,,N,,N,2024,대전광역시
천우빌딩(대전 중구),JA300025,대전광역시 중구 대종로 468,천우빌딩(대전 중구) 지하 2층,천우빌딩(대전 중구) 지하 2층,24시간 이용가능,36.3259973,127.4279892,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,3,3,0.0,1.0,2025-05-12 19:49:08,2025-05-12 18:07:09,2025-05-12 19:49:08,,30,30140,G0,G004,N,,N,,N,,N,2024,대전광역시
글로벌로지스 신탄진집배센터,JA300027,대전광역시 대덕구 신일동로17번길 27,지상 1층 주차장,지상 1층 주차장,24시간 이용가능,36.4443413,127.4066403,JA,이브이시스,이브이시스,1577-1556,4,100.0,동시,4,4,0.0,1.0,2025-05-15 07:07:17,2025-05-15 06:49:16,2025-05-15 07:07:17,,30,30230,G0,G004,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2025,대전광역시
롯데칠성음료 울산영업소,JA310002,울산광역시 북구 산성로 66,롯데칠성음료 울산영업소 지상 1층,롯데칠성음료 울산영업소 지상 1층,24시간 이용가능,35.5680317,129.3713651,JA,이브이시스,이브이시스,1577-1556,2,11.0,단독,1,1,0.0,1.0,2025-05-15 11:49:01,2025-05-15 08:00:01,2025-05-15 11:49:01,,31,31200,G0,G004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2022,울산광역시
롯데웰푸드 울산영업소,JA310008,울산광역시 북구 진장9길 14-11,롯데웰푸드 울산영업소,롯데웰푸드 울산영업소,24시간 이용가능,35.5635022,129.3602818,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,9,9,0.0,1.0,2025-05-15 08:35:05,2025-05-14 18:00:06,2025-05-15 08:35:05,,31,31200,G0,G004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2023,울산광역시
롯데백화점 영플라자 울산점 지상 2층,JA310011,울산광역시 남구 삼산로 288,롯데백화점 영플라자 울산점 지상 2층,롯데백화점 영플라자 울산점 지상 2층,24시간 이용가능,35.5377727,129.3387886,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,30.0,7.0","단독,동시",29,30,0.033333333333333326,1.0,2025-05-15 13:07:15,2025-05-15 12:10:13,2025-05-15 13:07:15,2025-05-10 12:28:07,31,31140,E0,E002,N,,N,,N,,N,2024,울산광역시
롯데시티호텔 울산,JA310012,울산광역시 남구 삼산로 204,롯데시티호텔 울산 지하 1층,롯데시티호텔 울산 지하 1층,24시간 이용가능,35.5373901,129.3294651,JA,이브이시스,이브이시스,1577-1556,2,11.0,단독,2,2,0.0,1.0,2025-05-15 15:00:09,2025-05-15 09:28:12,2025-05-15 15:00:09,,31,31140,E0,E003,N,,N,,N,,N,2024,울산광역시
울산북부경찰서,JA310014,울산광역시 북구 화동로 67,울산북부경찰서 주차장,울산북부경찰서 주차장,"24시간 (7kW 완속은 비개방, 직원용)",35.5964675,129.3710406,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,30.0,7.0","단독,동시",6,6,0.0,1.0,2025-05-12 03:20:09,2025-05-12 02:35:10,2025-05-12 03:20:09,,31,31200,I0,I004,Y,,N,,N,,N,2024,울산광역시
롯데정밀화학 울산 본사,JA310015,울산광역시 남구 여천로217번길 19,롯데정밀화학 울산 본사,롯데정밀화학 울산 본사,24시간 이용가능,35.5321137,129.3577687,JA,이브이시스,이브이시스,1577-1556,2,11.0,단독,1,2,0.5,1.0,2025-05-15 06:56:09,2025-05-15 06:56:09,2025-05-14 06:49:10,2025-05-15 06:56:09,31,31140,G0,G004,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2024,울산광역시
울산 옥동공영주차장,JA310016,울산광역시 남구 문수로 374,지상 1층,지상 1층,24시간 이용가능,35.5330763,129.2949336,JA,이브이시스,이브이시스,1577-1556,4,"100.0,200.0",동시,12,12,0.0,1.0,2025-05-15 13:30:10,2025-05-15 13:14:11,2025-05-15 13:30:10,,31,31140,B0,B001,N,,N,,N,,N,2024,울산광역시
울주종합체육센터,JA310017,울산광역시 울주군 삼남읍 향교로 113,1층 야외주차장(출입구 우측),1층 야외주차장(출입구 우측),24시간 이용가능,35.5540499,129.1076273,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,14.0,7.0","단독,동시",8,8,0.0,1.0,2025-05-15 10:56:11,2025-05-15 09:00:12,2025-05-15 10:56:11,,31,31710,A0,A003,N,,N,,N,,N,2024,울산광역시
울산 울주군 오르비스GC,JA310018,울산광역시 울주군 온양읍 남창로 813-70,오르비스GC,1층 야외주차장(클럽하우스앞),24시간 이용가능,35.4496704,129.2754465,JA,이브이시스,이브이시스,1577-1556,"2,5","50.0,7.0",단독,12,12,0.0,1.0,2025-05-15 12:00:13,2025-05-15 07:07:15,2025-05-15 12:00:13,,31,31710,E0,E004,Y,,N,,N,,N,2024,울산광역시
